County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Greene,2020-12-11,125,25,0.2,1,0,1,1
Clark,2020-12-11,124,19,0.1532258064516129,4,1,3,4
Cass,2020-12-11,118,20,0.1694915254237288,3,1,2,3
Wayne,2020-12-11,114,18,0.15789473684210525,5,2,3,5
Stephenson,2020-12-11,105,18,0.17142857142857143,5,1,4,4
Grundy,2020-12-11,98,5,0.05102040816326531,4,1,3,4
Jo Daviess,2020-12-11,95,12,0.12631578947368421,4,2,2,3
Logan,2020-12-11,93,16,0.17204301075268819,6,2,4,4
De Witt,2020-12-11,89,15,0.16853932584269662,1,0,1,1
Clay,2020-12-11,88,15,0.17045454545454544,3,1,2,3
White,2020-12-11,85,8,0.09411764705882353,2,0,2,2
Saline,2020-12-11,85,17,0.2,2,0,2,2
Massac,2020-12-11,80,8,0.1,1,0,1,1
Edgar,2020-12-11,75,8,0.10666666666666667,3,0,3,3
Jasper,2020-12-11,73,9,0.1232876712328767,3,1,2,2
Cumberland,2020-12-11,57,11,0.19298245614035087,3,1,2,2
Henry,2020-12-11,54,7,0.12962962962962962,7,0,7,7
Brown,2020-12-11,52,0,0.0,1,0,1,1
Crawford,2020-12-11,50,3,0.06,2,0,2,2
Wabash,2020-12-11,45,1,0.022222222222222223,2,1,1,2
Montgomery,2020-12-11,43,4,0.09302325581395349,7,2,5,7
Bond,2020-12-11,42,4,0.09523809523809523,2,0,2,2
Schuyler,2020-12-11,42,0,0.0,1,0,1,1
Warren,2020-12-11,37,8,0.21621621621621623,4,1,3,3
Hancock,2020-12-11,34,6,0.17647058823529413,2,0,2,2
Fulton,2020-12-11,33,4,0.12121212121212122,3,0,3,3
Douglas,2020-12-11,29,2,0.06896551724137931,5,1,4,4
Menard,2020-12-11,26,1,0.038461538461538464,1,0,1,1
Mercer,2020-12-11,24,7,0.2916666666666667,2,1,1,2
Washington,2020-12-11,23,1,0.043478260869565216,3,1,2,3
Henderson,2020-12-11,21,2,0.09523809523809523,2,0,2,2
Piatt,2020-12-11,16,5,0.3125,2,0,2,2
Stark,2020-12-11,12,1,0.08333333333333333,1,0,1,1
Scott,2020-12-11,9,0,0.0,2,1,1,2
Johnson,2020-12-11,7,4,0.5714285714285714,1,0,1,1
Unspec In IL,2020-12-11,2,0,0.0,1,0,1,1
Calhoun,2020-12-11,2,0,0.0,1,1,0,1
