County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,2020-09-25,14199,2388,0.1681808578068878,317,99,218,299
DuPage,2020-09-25,2376,432,0.18181818181818182,81,37,44,72
Lake,2020-09-25,2129,336,0.15782057303898545,67,46,21,62
Kane,2020-09-25,1197,189,0.15789473684210525,53,38,15,50
Will,2020-09-25,1096,181,0.16514598540145986,50,35,15,38
St. Clair,2020-09-25,833,113,0.13565426170468187,30,3,27,29
Madison,2020-09-25,744,99,0.13306451612903225,29,13,16,24
Winnebago,2020-09-25,604,105,0.173841059602649,18,15,3,17
Kankakee,2020-09-25,537,46,0.0856610800744879,15,9,6,14
McHenry,2020-09-25,514,92,0.17898832684824903,15,13,2,14
Rock Island,2020-09-25,423,64,0.15130023640661938,14,8,6,14
LaSalle,2020-09-25,292,43,0.14726027397260275,9,5,4,9
Peoria,2020-09-25,276,36,0.13043478260869565,14,8,6,13
Sangamon,2020-09-25,237,32,0.1350210970464135,11,5,6,11
Macon,2020-09-25,228,31,0.13596491228070176,8,1,7,7
Williamson,2020-09-25,224,26,0.11607142857142858,6,1,5,6
Clinton,2020-09-25,207,16,0.07729468599033816,9,5,4,8
Coles,2020-09-25,202,25,0.12376237623762376,6,4,2,5
Jefferson,2020-09-25,181,36,0.19889502762430938,5,5,0,5
DeKalb,2020-09-25,169,25,0.14792899408284024,6,3,3,5
Morgan,2020-09-25,142,20,0.14084507042253522,4,0,4,4
Union,2020-09-25,132,20,0.15151515151515152,3,1,2,3
Iroquois,2020-09-25,132,18,0.13636363636363635,3,3,0,3
Lee,2020-09-25,120,1,0.008333333333333333,2,1,1,1
Tazewell,2020-09-25,113,12,0.10619469026548672,9,4,5,8
McLean,2020-09-25,99,12,0.12121212121212122,6,3,3,5
Boone,2020-09-25,95,16,0.16842105263157894,2,2,0,2
Whiteside,2020-09-25,93,11,0.11827956989247312,6,1,5,6
Jersey,2020-09-25,93,9,0.0967741935483871,1,0,1,1
Greene,2020-09-25,86,10,0.11627906976744186,1,0,1,1
Monroe,2020-09-25,83,11,0.13253012048192772,4,2,2,4
Adams,2020-09-25,83,6,0.07228915662650602,6,1,5,6
Perry,2020-09-25,79,11,0.13924050632911392,2,0,2,2
Christian,2020-09-25,77,6,0.07792207792207792,8,1,7,8
Jackson,2020-09-25,76,17,0.2236842105263158,3,1,2,3
Champaign,2020-09-25,72,5,0.06944444444444445,11,6,5,11
McDonough,2020-09-25,71,16,0.22535211267605634,4,3,1,4
Kendall,2020-09-25,66,14,0.21212121212121213,4,3,1,4
Cass,2020-09-25,65,11,0.16923076923076924,2,1,1,2
Jasper,2020-09-25,55,8,0.14545454545454545,2,1,1,2
Ford,2020-09-25,53,3,0.05660377358490566,5,3,2,5
Macoupin,2020-09-25,51,3,0.058823529411764705,6,2,4,6
Fayette,2020-09-25,42,0,0.0,2,1,1,2
Cumberland,2020-09-25,35,3,0.08571428571428572,1,0,1,1
Moultrie,2020-09-25,34,3,0.08823529411764706,1,0,1,1
Edgar,2020-09-25,33,5,0.15151515151515152,1,0,1,1
Grundy,2020-09-25,31,3,0.0967741935483871,1,1,0,1
Bond,2020-09-25,29,0,0.0,2,0,2,2
Shelby,2020-09-25,28,0,0.0,4,1,3,3
Carroll,2020-09-25,26,2,0.07692307692307693,1,0,1,1
Richland,2020-09-25,25,0,0.0,2,0,2,2
Bureau,2020-09-25,18,1,0.05555555555555555,2,0,2,2
Montgomery,2020-09-25,17,3,0.17647058823529413,3,1,2,3
Vermilion,2020-09-25,17,0,0.0,3,0,3,3
Knox,2020-09-25,16,2,0.125,2,0,2,2
Mercer,2020-09-25,16,3,0.1875,1,0,1,1
Clark,2020-09-25,16,0,0.0,3,0,3,3
Randolph,2020-09-25,16,0,0.0,4,1,3,3
Wabash,2020-09-25,15,0,0.0,3,0,3,3
Jo Daviess,2020-09-25,14,0,0.0,3,1,2,2
Livingston,2020-09-25,12,1,0.08333333333333333,3,0,3,3
Warren,2020-09-25,11,0,0.0,2,0,2,2
Ogle,2020-09-25,10,0,0.0,2,1,1,2
Woodford,2020-09-25,10,2,0.2,2,0,2,2
Marion,2020-09-25,9,0,0.0,3,0,3,3
Effingham,2020-09-25,9,0,0.0,3,0,3,3
Wayne,2020-09-25,8,1,0.125,2,2,0,2
White,2020-09-25,8,0,0.0,2,0,2,2
Scott,2020-09-25,7,0,0.0,1,1,0,1
Logan,2020-09-25,6,0,0.0,2,1,1,2
Saline,2020-09-25,2,0,0.0,1,0,1,1
Pike,2020-09-25,2,0,0.0,1,0,1,1
Stephenson,2020-09-25,2,0,0.0,1,1,0,1
Lawrence,2020-09-25,2,0,0.0,1,0,1,1
Hardin,2020-09-25,2,0,0.0,1,0,1,1
Franklin,2020-09-25,2,0,0.0,1,0,1,1
Douglas,2020-09-25,2,0,0.0,1,0,1,1
