County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,2020-10-30,14855,2437,0.16405250757320766,390,332
DuPage,2020-10-30,2641,455,0.17228322605073837,105,83
Lake,2020-10-30,2275,339,0.149010989010989,83,74
Will,2020-10-30,1424,209,0.14676966292134833,57,38
Kane,2020-10-30,1352,195,0.14423076923076922,69,60
St. Clair,2020-10-30,931,129,0.1385606874328679,37,35
Madison,2020-10-30,901,115,0.12763596004439512,38,31
Winnebago,2020-10-30,681,105,0.15418502202643172,26,23
Kankakee,2020-10-30,557,47,0.0843806104129264,19,16
McHenry,2020-10-30,550,92,0.16727272727272727,22,21
Peoria,2020-10-30,478,51,0.10669456066945607,20,18
Rock Island,2020-10-30,463,68,0.1468682505399568,17,15
LaSalle,2020-10-30,414,50,0.12077294685990338,12,12
Sangamon,2020-10-30,345,37,0.1072463768115942,16,16
Coles,2020-10-30,299,33,0.11036789297658862,8,7
Macon,2020-10-30,279,34,0.12186379928315412,10,9
Clinton,2020-10-30,265,18,0.06792452830188679,10,9
Williamson,2020-10-30,240,41,0.17083333333333334,9,9
Tazewell,2020-10-30,233,34,0.1459227467811159,13,12
Jefferson,2020-10-30,232,41,0.17672413793103448,5,5
McLean,2020-10-30,209,23,0.11004784688995216,13,11
DeKalb,2020-10-30,198,28,0.1414141414141414,9,8
Christian,2020-10-30,161,21,0.13043478260869565,9,9
Adams,2020-10-30,160,13,0.08125,10,10
Morgan,2020-10-30,155,24,0.15483870967741936,5,5
Monroe,2020-10-30,153,26,0.16993464052287582,4,4
Richland,2020-10-30,147,18,0.12244897959183673,5,5
Lee,2020-10-30,144,1,0.006944444444444444,3,2
Iroquois,2020-10-30,132,18,0.13636363636363635,3,3
Union,2020-10-30,132,20,0.15151515151515152,3,3
Knox,2020-10-30,128,11,0.0859375,7,7
Shelby,2020-10-30,124,9,0.07258064516129033,5,4
Champaign,2020-10-30,115,10,0.08695652173913043,16,13
Whiteside,2020-10-30,115,13,0.11304347826086956,7,7
Lawrence,2020-10-30,114,5,0.043859649122807015,2,2
Fayette,2020-10-30,111,15,0.13513513513513514,3,3
Jackson,2020-10-30,109,16,0.14678899082568808,4,4
Boone,2020-10-30,105,17,0.1619047619047619,4,4
Jersey,2020-10-30,105,18,0.17142857142857143,3,3
Greene,2020-10-30,100,14,0.14,1,1
Ford,2020-10-30,99,10,0.10101010101010101,6,5
McDonough,2020-10-30,97,20,0.20618556701030927,7,7
Carroll,2020-10-30,90,9,0.1,2,2
Perry,2020-10-30,79,12,0.1518987341772152,2,2
Kendall,2020-10-30,72,15,0.20833333333333334,5,5
Woodford,2020-10-30,70,7,0.1,4,4
Cass,2020-10-30,66,11,0.16666666666666666,2,2
Clark,2020-10-30,65,12,0.18461538461538463,3,3
Clay,2020-10-30,61,11,0.18032786885245902,1,1
Macoupin,2020-10-30,60,3,0.05,8,8
Jasper,2020-10-30,58,8,0.13793103448275862,2,2
De Witt,2020-10-30,57,6,0.10526315789473684,1,1
Moultrie,2020-10-30,52,4,0.07692307692307693,3,3
Pike,2020-10-30,51,5,0.09803921568627451,2,2
Franklin,2020-10-30,43,1,0.023255813953488372,4,4
Vermilion,2020-10-30,43,0,0.0,7,6
Wayne,2020-10-30,41,4,0.0975609756097561,4,4
Bond,2020-10-30,40,4,0.1,2,2
Cumberland,2020-10-30,35,3,0.08571428571428572,1,1
Marion,2020-10-30,34,8,0.23529411764705882,6,6
White,2020-10-30,34,2,0.058823529411764705,2,2
Randolph,2020-10-30,34,1,0.029411764705882353,7,4
Edgar,2020-10-30,34,6,0.17647058823529413,1,1
Grundy,2020-10-30,31,3,0.0967741935483871,1,1
Wabash,2020-10-30,31,1,0.03225806451612903,2,2
Ogle,2020-10-30,30,1,0.03333333333333333,3,3
Livingston,2020-10-30,29,1,0.034482758620689655,3,3
Jo Daviess,2020-10-30,28,5,0.17857142857142858,3,2
Saline,2020-10-30,28,3,0.10714285714285714,2,2
Logan,2020-10-30,24,1,0.041666666666666664,5,4
Stephenson,2020-10-30,20,0,0.0,4,3
Bureau,2020-10-30,18,1,0.05555555555555555,2,2
Montgomery,2020-10-30,17,3,0.17647058823529413,3,3
Mercer,2020-10-30,16,4,0.25,1,1
Mason,2020-10-30,12,0,0.0,2,2
Douglas,2020-10-30,12,1,0.08333333333333333,2,2
Warren,2020-10-30,12,2,0.16666666666666666,2,2
Piatt,2020-10-30,11,0,0.0,1,1
Effingham,2020-10-30,9,0,0.0,3,3
Scott,2020-10-30,7,0,0.0,1,1
Brown,2020-10-30,6,0,0.0,1,1
Fulton,2020-10-30,5,0,0.0,1,1
Hancock,2020-10-30,3,1,0.3333333333333333,1,1
Washington,2020-10-30,2,1,0.5,1,1
Crawford,2020-10-30,2,0,0.0,1,1
