County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Jefferson,2021-01-29,365,59,0.16164383561643836,10,4,6,9
Bureau,2021-01-29,350,50,0.14285714285714285,6,2,4,6
Randolph,2021-01-29,347,36,0.1037463976945245,13,5,8,9
Monroe,2021-01-29,329,49,0.14893617021276595,8,2,6,8
Vermilion,2021-01-29,327,45,0.13761467889908258,12,1,11,10
Boone,2021-01-29,320,48,0.15,7,3,4,7
Woodford,2021-01-29,302,34,0.11258278145695365,8,1,7,7
Ford,2021-01-29,300,40,0.13333333333333333,10,7,3,8
Iroquois,2021-01-29,295,30,0.1016949152542373,10,6,4,10
Lee,2021-01-29,279,40,0.14336917562724014,7,2,5,6
Ogle,2021-01-29,259,35,0.13513513513513514,9,6,3,9
Franklin,2021-01-29,259,29,0.11196911196911197,7,3,4,7
Jackson,2021-01-29,259,40,0.15444015444015444,11,4,7,7
Montgomery,2021-01-29,257,29,0.11284046692607004,8,2,6,8
Christian,2021-01-29,254,43,0.16929133858267717,10,3,7,10
Pike,2021-01-29,249,31,0.12449799196787148,4,1,3,4
Richland,2021-01-29,245,37,0.1510204081632653,8,4,4,7
Logan,2021-01-29,233,45,0.19313304721030042,9,4,5,7
Stephenson,2021-01-29,223,46,0.2062780269058296,8,2,6,7
Perry,2021-01-29,213,39,0.18309859154929578,6,2,4,6
Kendall,2021-01-29,201,33,0.16417910447761194,8,5,3,8
McDonough,2021-01-29,199,37,0.18592964824120603,10,9,1,10
Effingham,2021-01-29,197,33,0.16751269035532995,7,1,6,7
Henry,2021-01-29,195,47,0.24102564102564103,8,0,8,8
Grundy,2021-01-29,193,16,0.08290155440414508,4,1,3,4
Jersey,2021-01-29,187,32,0.1711229946524064,6,1,5,6
Clark,2021-01-29,185,31,0.16756756756756758,5,1,4,5
Mason,2021-01-29,169,27,0.15976331360946747,6,6,0,6
Moultrie,2021-01-29,168,18,0.10714285714285714,7,2,5,7
Union,2021-01-29,167,20,0.11976047904191617,8,3,5,7
Shelby,2021-01-29,164,14,0.08536585365853659,5,4,1,4
Lawrence,2021-01-29,160,18,0.1125,2,0,2,2
Fayette,2021-01-29,156,20,0.1282051282051282,5,1,4,5
Carroll,2021-01-29,156,17,0.10897435897435898,3,1,2,3
Saline,2021-01-29,129,29,0.2248062015503876,4,3,1,3
Fulton,2021-01-29,128,23,0.1796875,5,0,5,5
Greene,2021-01-29,126,25,0.1984126984126984,1,0,1,1
Washington,2021-01-29,124,18,0.14516129032258066,3,2,1,3
White,2021-01-29,124,23,0.18548387096774194,3,0,3,3
Clay,2021-01-29,123,23,0.18699186991869918,3,1,2,3
Wayne,2021-01-29,122,20,0.16393442622950818,5,3,2,5
Cass,2021-01-29,104,21,0.20192307692307693,4,3,1,4
Massac,2021-01-29,103,23,0.22330097087378642,1,0,1,1
Wabash,2021-01-29,100,6,0.06,2,1,1,2
Jo Daviess,2021-01-29,99,12,0.12121212121212122,4,4,0,3
Edgar,2021-01-29,97,34,0.35051546391752575,4,1,3,4
Bond,2021-01-29,95,14,0.14736842105263157,4,1,3,4
De Witt,2021-01-29,93,18,0.1935483870967742,1,0,1,1
Jasper,2021-01-29,76,10,0.13157894736842105,3,3,0,2
Mercer,2021-01-29,72,18,0.25,2,1,1,2
Stark,2021-01-29,72,14,0.19444444444444445,1,0,1,1
Warren,2021-01-29,70,20,0.2857142857142857,5,2,3,3
Cumberland,2021-01-29,62,15,0.24193548387096775,3,1,2,2
Crawford,2021-01-29,62,18,0.2903225806451613,2,0,2,2
Brown,2021-01-29,52,9,0.17307692307692307,1,0,1,1
Schuyler,2021-01-29,42,13,0.30952380952380953,1,0,1,1
Menard,2021-01-29,38,8,0.21052631578947367,1,0,1,1
Douglas,2021-01-29,37,6,0.16216216216216217,5,2,3,4
Hancock,2021-01-29,35,13,0.37142857142857144,2,1,1,2
Piatt,2021-01-29,18,6,0.3333333333333333,2,1,1,2
Henderson,2021-01-29,16,5,0.3125,1,0,1,1
Marshall,2021-01-29,12,0,0.0,1,0,1,1
Scott,2021-01-29,9,0,0.0,2,1,1,2
Johnson,2021-01-29,7,4,0.5714285714285714,1,0,1,1
Calhoun,2021-01-29,2,0,0.0,1,1,0,1
