County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Union,2021-01-15,147,20,0.1360544217687075,6,3,3,5
Saline,2021-01-15,130,29,0.2230769230769231,4,1,3,3
Greene,2021-01-15,126,25,0.1984126984126984,1,0,1,1
Fulton,2021-01-15,125,20,0.16,5,0,5,5
Clay,2021-01-15,123,21,0.17073170731707318,3,1,2,3
White,2021-01-15,117,19,0.1623931623931624,3,0,3,3
Wayne,2021-01-15,116,19,0.16379310344827586,5,2,3,5
Massac,2021-01-15,103,21,0.20388349514563106,1,0,1,1
Jo Daviess,2021-01-15,100,12,0.12,4,2,2,3
Wabash,2021-01-15,99,5,0.050505050505050504,2,1,1,2
Cass,2021-01-15,98,21,0.21428571428571427,3,3,0,3
Edgar,2021-01-15,97,30,0.30927835051546393,4,1,3,4
Bond,2021-01-15,95,10,0.10526315789473684,4,1,3,4
De Witt,2021-01-15,93,17,0.1827956989247312,1,0,1,1
Jasper,2021-01-15,76,10,0.13157894736842105,3,3,0,2
Mercer,2021-01-15,71,15,0.2112676056338028,2,1,1,2
Warren,2021-01-15,70,19,0.2714285714285714,5,2,3,3
Stark,2021-01-15,67,12,0.1791044776119403,1,0,1,1
Washington,2021-01-15,66,18,0.2727272727272727,3,2,1,3
Cumberland,2021-01-15,62,14,0.22580645161290322,3,1,2,2
Crawford,2021-01-15,62,16,0.25806451612903225,2,0,2,2
Brown,2021-01-15,52,9,0.17307692307692307,1,0,1,1
Schuyler,2021-01-15,42,12,0.2857142857142857,1,0,1,1
Douglas,2021-01-15,37,6,0.16216216216216217,5,1,4,4
Hancock,2021-01-15,36,12,0.3333333333333333,2,0,2,2
Menard,2021-01-15,29,7,0.2413793103448276,1,0,1,1
Piatt,2021-01-15,18,5,0.2777777777777778,2,0,2,2
Henderson,2021-01-15,16,5,0.3125,1,0,1,1
Marshall,2021-01-15,11,0,0.0,1,0,1,1
Scott,2021-01-15,9,0,0.0,2,1,1,2
Johnson,2021-01-15,7,4,0.5714285714285714,1,0,1,1
Calhoun,2021-01-15,2,0,0.0,1,1,0,1
