County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Massac,2021-01-22,103,21,0.20388349514563106,1,0,1,1
Jo Daviess,2021-01-22,100,12,0.12,4,2,2,3
Wabash,2021-01-22,100,5,0.05,2,1,1,2
Edgar,2021-01-22,97,34,0.35051546391752575,4,1,3,4
Bond,2021-01-22,95,13,0.1368421052631579,4,1,3,4
De Witt,2021-01-22,93,18,0.1935483870967742,1,0,1,1
Jasper,2021-01-22,76,10,0.13157894736842105,3,3,0,2
Mercer,2021-01-22,72,17,0.2361111111111111,2,1,1,2
Stark,2021-01-22,71,13,0.18309859154929578,1,0,1,1
Warren,2021-01-22,70,20,0.2857142857142857,5,2,3,3
Cumberland,2021-01-22,62,15,0.24193548387096775,3,1,2,2
Crawford,2021-01-22,62,17,0.27419354838709675,2,0,2,2
Brown,2021-01-22,52,9,0.17307692307692307,1,0,1,1
Schuyler,2021-01-22,42,13,0.30952380952380953,1,0,1,1
Douglas,2021-01-22,37,6,0.16216216216216217,5,1,4,4
Menard,2021-01-22,37,8,0.21621621621621623,1,0,1,1
Hancock,2021-01-22,36,13,0.3611111111111111,2,0,2,2
Piatt,2021-01-22,18,5,0.2777777777777778,2,0,2,2
Henderson,2021-01-22,16,5,0.3125,1,0,1,1
Marshall,2021-01-22,11,0,0.0,1,0,1,1
Scott,2021-01-22,9,0,0.0,2,1,1,2
Johnson,2021-01-22,7,4,0.5714285714285714,1,0,1,1
Calhoun,2021-01-22,2,0,0.0,1,1,0,1
