County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,2021-02-12,23758,3280,0.138058759154811,575,305,270,411
DuPage,2021-02-12,5196,651,0.12528868360277137,161,80,81,102
Lake,2021-02-12,3847,485,0.1260722641018976,125,79,46,96
Will,2021-02-12,3156,332,0.10519645120405577,82,55,27,49
Kane,2021-02-12,2827,335,0.11850017686593563,102,77,25,67
Madison,2021-02-12,2175,279,0.12827586206896552,64,36,28,46
St. Clair,2021-02-12,2047,249,0.12164142647777235,55,17,38,52
Winnebago,2021-02-12,1888,231,0.12235169491525423,55,35,20,47
Peoria,2021-02-12,1351,152,0.11250925240562547,33,20,13,28
Sangamon,2021-02-12,1281,139,0.10850897736143637,34,29,5,31
Kankakee,2021-02-12,1253,74,0.05905826017557861,25,14,11,18
Rock Island,2021-02-12,1250,173,0.1384,30,24,6,24
Tazewell,2021-02-12,1244,132,0.10610932475884244,36,23,13,33
McHenry,2021-02-12,1201,161,0.1340549542048293,44,27,17,38
LaSalle,2021-02-12,1022,178,0.17416829745596868,22,13,9,16
McLean,2021-02-12,764,118,0.1544502617801047,23,12,11,20
Clinton,2021-02-12,746,55,0.07372654155495978,19,12,7,17
Adams,2021-02-12,692,87,0.12572254335260116,16,5,11,15
Champaign,2021-02-12,664,57,0.0858433734939759,34,24,10,27
Knox,2021-02-12,636,103,0.1619496855345912,13,4,9,12
DeKalb,2021-02-12,615,70,0.11382113821138211,15,10,5,14
Marion,2021-02-12,587,53,0.09028960817717206,12,2,10,11
Macon,2021-02-12,579,67,0.1157167530224525,16,8,8,11
Coles,2021-02-12,575,65,0.11304347826086956,19,16,3,18
Whiteside,2021-02-12,543,92,0.1694290976058932,17,8,9,15
Livingston,2021-02-12,480,47,0.09791666666666667,12,6,6,10
Williamson,2021-02-12,461,62,0.13449023861171366,16,4,12,15
Morgan,2021-02-12,431,65,0.15081206496519722,10,8,2,9
Macoupin,2021-02-12,431,47,0.10904872389791183,18,13,5,14
Bureau,2021-02-12,381,50,0.13123359580052493,6,3,3,6
Jefferson,2021-02-12,365,60,0.1643835616438356,10,4,6,9
Randolph,2021-02-12,358,40,0.11173184357541899,13,5,8,9
Monroe,2021-02-12,334,52,0.15568862275449102,8,4,4,8
Ford,2021-02-12,331,33,0.09969788519637462,10,8,2,8
Vermilion,2021-02-12,330,46,0.1393939393939394,12,1,11,10
Boone,2021-02-12,324,49,0.15123456790123457,7,3,4,7
Woodford,2021-02-12,307,36,0.11726384364820847,8,3,5,7
Iroquois,2021-02-12,295,30,0.1016949152542373,10,7,3,10
Logan,2021-02-12,289,28,0.09688581314878893,9,6,3,7
Jackson,2021-02-12,276,42,0.15217391304347827,11,4,7,7
Montgomery,2021-02-12,271,37,0.13653136531365315,8,3,5,8
Lee,2021-02-12,264,43,0.16287878787878787,7,2,5,6
Christian,2021-02-12,262,44,0.16793893129770993,9,2,7,9
Franklin,2021-02-12,259,31,0.11969111969111969,7,3,4,7
Ogle,2021-02-12,259,36,0.138996138996139,9,6,3,9
Richland,2021-02-12,259,37,0.14285714285714285,9,7,2,8
Mason,2021-02-12,257,27,0.10505836575875487,6,6,0,6
Pike,2021-02-12,249,32,0.1285140562248996,4,1,3,4
Stephenson,2021-02-12,234,49,0.2094017094017094,8,2,6,7
Perry,2021-02-12,213,39,0.18309859154929578,6,3,3,6
Kendall,2021-02-12,201,33,0.16417910447761194,8,5,3,8
Effingham,2021-02-12,197,35,0.17766497461928935,8,2,6,7
Grundy,2021-02-12,197,14,0.07106598984771574,4,2,2,4
Henry,2021-02-12,196,48,0.24489795918367346,8,0,8,8
McDonough,2021-02-12,195,37,0.18974358974358974,10,9,1,10
Jersey,2021-02-12,190,32,0.16842105263157894,6,1,5,6
