County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Clark,2021-02-12,185,31,0.16756756756756758,5,1,4,5
Union,2021-02-12,183,23,0.12568306010928962,9,4,5,8
Moultrie,2021-02-12,168,18,0.10714285714285714,7,3,4,7
Shelby,2021-02-12,164,14,0.08536585365853659,5,4,1,4
Fayette,2021-02-12,163,24,0.147239263803681,5,0,5,5
Carroll,2021-02-12,162,18,0.1111111111111111,3,2,1,3
Lawrence,2021-02-12,156,18,0.11538461538461539,2,1,1,2
Wayne,2021-02-12,138,20,0.14492753623188406,6,3,3,6
Saline,2021-02-12,138,31,0.2246376811594203,6,4,2,5
Fulton,2021-02-12,128,24,0.1875,5,0,5,5
Greene,2021-02-12,126,25,0.1984126984126984,1,0,1,1
White,2021-02-12,126,23,0.18253968253968253,5,2,3,3
Washington,2021-02-12,124,18,0.14516129032258066,3,2,1,3
Clay,2021-02-12,123,24,0.1951219512195122,3,1,2,3
Cass,2021-02-12,104,21,0.20192307692307693,4,3,1,4
Massac,2021-02-12,103,24,0.23300970873786409,1,0,1,1
Jo Daviess,2021-02-12,101,12,0.1188118811881188,5,4,1,4
Wabash,2021-02-12,100,6,0.06,2,1,1,2
Bond,2021-02-12,99,15,0.15151515151515152,5,1,4,4
Edgar,2021-02-12,97,34,0.35051546391752575,4,1,3,4
De Witt,2021-02-12,93,18,0.1935483870967742,1,0,1,1
Jasper,2021-02-12,76,10,0.13157894736842105,3,3,0,2
Mercer,2021-02-12,74,18,0.24324324324324326,3,3,0,3
Crawford,2021-02-12,74,18,0.24324324324324326,3,0,3,3
Stark,2021-02-12,72,15,0.20833333333333334,1,0,1,1
Warren,2021-02-12,70,21,0.3,5,2,3,3
Brown,2021-02-12,66,0,0.0,1,1,0,1
Cumberland,2021-02-12,62,15,0.24193548387096775,3,1,2,2
Marshall,2021-02-12,56,0,0.0,1,1,0,1
Douglas,2021-02-12,43,6,0.13953488372093023,5,4,1,4
Schuyler,2021-02-12,42,13,0.30952380952380953,1,0,1,1
Menard,2021-02-12,39,9,0.23076923076923078,1,1,0,1
Hancock,2021-02-12,35,13,0.37142857142857144,2,1,1,2
Hamilton,2021-02-12,35,4,0.11428571428571428,1,0,1,1
Piatt,2021-02-12,18,8,0.4444444444444444,2,1,1,2
Henderson,2021-02-12,16,5,0.3125,1,0,1,1
Scott,2021-02-12,9,0,0.0,2,1,1,2
Johnson,2021-02-12,7,4,0.5714285714285714,1,0,1,1
Unspec In IL,2021-02-12,2,0,0.0,1,0,1,1
Calhoun,2021-02-12,2,0,0.0,1,1,0,1
