County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Moultrie,2020-11-20,72,7,0.09722222222222222,5,1,4,5
Saline,2020-11-20,70,10,0.14285714285714285,2,0,2,2
Clay,2020-11-20,67,13,0.19402985074626866,3,0,3,3
Vermilion,2020-11-20,64,3,0.046875,7,1,6,6
Jasper,2020-11-20,59,8,0.13559322033898305,2,1,1,2
Cumberland,2020-11-20,55,3,0.05454545454545454,2,0,2,2
Edgar,2020-11-20,54,6,0.1111111111111111,2,0,2,2
Crawford,2020-11-20,50,0,0.0,2,0,2,2
White,2020-11-20,47,3,0.06382978723404255,2,0,2,2
Bond,2020-11-20,41,4,0.0975609756097561,2,0,2,2
Effingham,2020-11-20,34,0,0.0,5,0,5,5
Montgomery,2020-11-20,33,4,0.12121212121212122,5,1,4,5
Wabash,2020-11-20,31,1,0.03225806451612903,2,1,1,2
Grundy,2020-11-20,31,3,0.0967741935483871,1,1,0,1
Warren,2020-11-20,30,3,0.1,4,1,3,3
Logan,2020-11-20,24,1,0.041666666666666664,5,2,3,4
Hancock,2020-11-20,21,1,0.047619047619047616,1,0,1,1
Menard,2020-11-20,18,0,0.0,1,0,1,1
Brown,2020-11-20,17,2,0.11764705882352941,1,0,1,1
Mercer,2020-11-20,16,4,0.25,1,1,0,1
Henry,2020-11-20,16,0,0.0,2,0,2,2
Douglas,2020-11-20,12,1,0.08333333333333333,2,0,2,2
Massac,2020-11-20,12,0,0.0,1,0,1,1
Fulton,2020-11-20,11,1,0.09090909090909091,3,0,3,3
Piatt,2020-11-20,11,5,0.45454545454545453,1,0,1,1
Johnson,2020-11-20,7,0,0.0,1,0,1,1
Scott,2020-11-20,7,0,0.0,1,1,0,1
Washington,2020-11-20,2,1,0.5,1,0,1,1
