County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,2020-06-26,12658,2155,0.17024806446516036,279,9,270,279
DuPage,2020-06-26,2087,370,0.1772879731672257,59,0,59,59
Lake,2020-06-26,1683,279,0.1657754010695187,47,1,46,47
Kane,2020-06-26,897,149,0.16610925306577481,32,0,32,32
Will,2020-06-26,776,151,0.19458762886597938,31,17,14,30
St. Clair,2020-06-26,522,90,0.1724137931034483,16,0,16,16
McHenry,2020-06-26,421,78,0.18527315914489312,13,5,8,12
Winnebago,2020-06-26,380,59,0.15526315789473685,18,3,15,18
Kankakee,2020-06-26,329,40,0.12158054711246201,12,3,9,12
Madison,2020-06-26,275,58,0.2109090909090909,10,0,10,10
Clinton,2020-06-26,182,17,0.09340659340659341,4,0,4,4
Rock Island,2020-06-26,151,22,0.1456953642384106,9,1,8,9
Peoria,2020-06-26,145,25,0.1724137931034483,7,4,3,7
Sangamon,2020-06-26,138,27,0.1956521739130435,4,1,3,4
Union,2020-06-26,130,18,0.13846153846153847,3,1,2,3
Macon,2020-06-26,102,22,0.21568627450980393,4,0,4,4
Boone,2020-06-26,93,14,0.15053763440860216,2,0,2,2
Coles,2020-06-26,91,16,0.17582417582417584,2,0,2,2
DeKalb,2020-06-26,84,12,0.14285714285714285,3,0,3,3
Lee,2020-06-26,76,1,0.013157894736842105,1,0,1,1
Jefferson,2020-06-26,73,16,0.2191780821917808,1,0,1,1
McDonough,2020-06-26,68,16,0.23529411764705882,3,1,2,3
McLean,2020-06-26,65,10,0.15384615384615385,3,1,2,3
Whiteside,2020-06-26,64,10,0.15625,4,1,3,4
Morgan,2020-06-26,60,2,0.03333333333333333,1,0,1,1
Kendall,2020-06-26,59,14,0.23728813559322035,3,1,2,3
Jackson,2020-06-26,55,14,0.2545454545454545,2,0,2,2
Iroquois,2020-06-26,53,4,0.07547169811320754,2,1,1,2
Monroe,2020-06-26,51,11,0.21568627450980393,3,0,3,3
Jasper,2020-06-26,49,8,0.16326530612244897,1,0,1,1
LaSalle,2020-06-26,46,10,0.21739130434782608,2,0,2,2
Champaign,2020-06-26,34,2,0.058823529411764705,3,1,2,3
Tazewell,2020-06-26,26,5,0.19230769230769232,2,0,2,2
Grundy,2020-06-26,24,2,0.08333333333333333,1,0,1,1
Cass,2020-06-26,16,0,0.0,1,0,1,1
Wayne,2020-06-26,8,1,0.125,2,1,1,2
Ford,2020-06-26,7,0,0.0,2,1,1,2
Shelby,2020-06-26,6,0,0.0,1,1,0,1
Macoupin,2020-06-26,6,0,0.0,2,1,1,2
Randolph,2020-06-26,4,0,0.0,2,0,2,2
Ogle,2020-06-26,3,0,0.0,1,0,1,1
Montgomery,2020-06-26,2,0,0.0,1,1,0,1
Stephenson,2020-06-26,2,0,0.0,1,0,1,1
Christian,2020-06-26,2,0,0.0,1,1,0,1
Jo Daviess,2020-06-26,2,0,0.0,1,0,1,1
