County,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Franklin,2020-12-18,188,19,0.10106382978723404,6,1,5,6
Livingston,2020-12-18,176,24,0.13636363636363635,10,1,9,9
Mason,2020-12-18,169,23,0.13609467455621302,6,3,3,6
Moultrie,2020-12-18,166,25,0.15060240963855423,7,1,6,7
McDonough,2020-12-18,165,37,0.22424242424242424,9,4,5,9
Effingham,2020-12-18,164,23,0.1402439024390244,6,1,5,6
Logan,2020-12-18,161,28,0.17391304347826086,7,2,5,5
Shelby,2020-12-18,161,14,0.08695652173913043,5,3,2,4
Jersey,2020-12-18,154,22,0.14285714285714285,6,1,5,6
Lawrence,2020-12-18,152,15,0.09868421052631579,2,0,2,2
Stephenson,2020-12-18,150,24,0.16,7,1,6,6
Carroll,2020-12-18,148,17,0.11486486486486487,2,0,2,2
Union,2020-12-18,138,20,0.14492753623188406,5,3,2,5
Fayette,2020-12-18,137,17,0.12408759124087591,5,1,4,5
Clark,2020-12-18,126,20,0.15873015873015872,4,1,3,4
Greene,2020-12-18,125,25,0.2,1,0,1,1
Grundy,2020-12-18,123,7,0.056910569105691054,4,1,3,4
Cass,2020-12-18,118,20,0.1694915254237288,3,1,2,3
Wayne,2020-12-18,115,19,0.16521739130434782,5,2,3,5
Clay,2020-12-18,113,18,0.1592920353982301,3,1,2,3
Henry,2020-12-18,102,15,0.14705882352941177,7,0,7,7
Massac,2020-12-18,102,15,0.14705882352941177,1,0,1,1
White,2020-12-18,98,9,0.09183673469387756,2,0,2,2
Jo Daviess,2020-12-18,95,12,0.12631578947368421,4,2,2,3
De Witt,2020-12-18,89,16,0.1797752808988764,1,0,1,1
Saline,2020-12-18,86,20,0.23255813953488372,2,0,2,2
Edgar,2020-12-18,85,13,0.15294117647058825,3,1,2,3
Jasper,2020-12-18,74,9,0.12162162162162163,3,1,2,2
Wabash,2020-12-18,67,2,0.029850746268656716,2,1,1,2
Washington,2020-12-18,64,8,0.125,3,1,2,3
Cumberland,2020-12-18,61,13,0.21311475409836064,3,1,2,2
Crawford,2020-12-18,55,7,0.12727272727272726,2,0,2,2
Bond,2020-12-18,52,5,0.09615384615384616,3,0,3,3
Brown,2020-12-18,52,7,0.1346153846153846,1,0,1,1
Warren,2020-12-18,49,9,0.1836734693877551,5,2,3,3
Mercer,2020-12-18,49,11,0.22448979591836735,2,1,1,2
Montgomery,2020-12-18,47,4,0.0851063829787234,7,2,5,7
Schuyler,2020-12-18,42,5,0.11904761904761904,1,0,1,1
Fulton,2020-12-18,40,5,0.125,3,0,3,3
Douglas,2020-12-18,37,2,0.05405405405405406,5,1,4,4
Hancock,2020-12-18,34,10,0.29411764705882354,2,0,2,2
Stark,2020-12-18,31,4,0.12903225806451613,1,0,1,1
Menard,2020-12-18,26,4,0.15384615384615385,1,0,1,1
Henderson,2020-12-18,21,3,0.14285714285714285,2,0,2,2
Piatt,2020-12-18,17,5,0.29411764705882354,2,0,2,2
Scott,2020-12-18,9,0,0.0,2,1,1,2
Johnson,2020-12-18,7,4,0.5714285714285714,1,0,1,1
Calhoun,2020-12-18,2,0,0.0,1,1,0,1
